,Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link,NAME_2,Building_num,Land_num,Area_M2
488,Condo for Sale in Makati City at Trump Tower! Good Buy! Great Views!,"Makati Avenue, Makati",Condominium,2BR,54,66.19,,1,1,120.9544515,14.56720737,Trump Tower,8312026.614,https://www.lamudi.com.ph/trump-tower-1br-1-bedroom-makati-condo-for-sale-good-buy-great-views.html,Makati,66.19,,100
489,"Renovated 1 Bedroom For Sale In Windsor Tower , Makati","Legazpi Village, Makati",Townhouse,End,95,54,,1,,120.974755,14.57810961,Windsor Tower,6781227.333,https://www.lamudi.com.ph/renovated-1-bedroom-for-sale-in-windsor-tower-makati.html,Makati,54,,162
490,"The Salcedo Park Condominium 4BR unit with 2 parking For Sale, Makati","Salcedo Village, Makati",House and Lot,Two-storey,9,224,,4,4,120.9900956,14.56372428,The Salcedo Park Condominium,28129535.6,https://www.lamudi.com.ph/the-salcedo-park-condominium-4br-unit-with-2-parking-for-sale-makati.html,Makati,224,,149
491,"10 Storey Prime Office Commercial Building for Sale in Guadalupe Nuevo, Makati","Guadalupe Nuevo, Makati",House and Lot,Bungalow,125,5345.25,,,,121.0452573,14.60673303,,671247322.3,https://www.lamudi.com.ph/10-storey-prime-office-commercial-building-for-sale-in-guadalupe-nuevo-makati.html,Makati,5345.25,1196,191
492,Good Buy! Two Lafayette Square 2 Bedroom Condo for Sale Makati Nr. Greenbelt,"Bel-Air, Makati",Condominium,Penthouse,150,102,,2,2,121.0432411,14.59021899,Two Lafayette Square,12808984.96,https://www.lamudi.com.ph/good-buy-two-lafayette-square-2-bedroom-condo-for-sale-makati-nr-greenbelt.html,Makati,102,,102
493,"3 Bedroom with Balcony at Proscenium Kirov Tower, Rockwell Makati For Sale","Rockwell, Makati",Commercial,Retail,49,225,2,3,5,120.9921056,14.56438694,Proscenium,28255113.89,https://www.lamudi.com.ph/3-bedroom-with-balcony-at-proscenium-kirov-tower-rockwell-makati-for-sale.html,Makati,225,,105
494,Rare Luxurious 1 Bedroom Unit for Sale in Milano Residences Makati,"Poblacion, Makati",Commercial,Office,13,57,,1,1,121.0380385,14.62587511,The Milano Residences,7157962.185,https://www.lamudi.com.ph/rare-luxurious-1-bedroom-unit-for-sale-in-milano-residences-makati.html,Makati,57,,132
495,Proscenium at Rockwell Center Makati City,"Rockwell, Makati",Condominium,2BR,146,194,2,2,3,121.0125038,14.61337279,Proscenium at Rockwell,24362187.09,https://www.lamudi.com.ph/proscenium-residences-2-bedroom-condo-for-sale-in-rockwell-center-makati-city.html,Makati,194,,194
496,For Sale Condo in Makati City Proscenium at Rockwell Center,"San Lorenzo, Makati",Commercial,Retail,174,194,2,2,3,121.0068564,14.57700214,Proscenium Residences,24362187.09,https://www.lamudi.com.ph/fully-furnished-2-bedroom-condo-for-sale-in-makati-city-proscenium-residences.html,Makati,194,,194
497,"Rush Sale! Condo for Sale in Proscenium Residences, Makati City","Rockwell, Makati",House and Lot,Two-storey,153,194,2,2,3,121.0257636,14.55984729,Proscenium at Rockwell,24362187.09,https://www.lamudi.com.ph/interior-decorated-2-bedroom-condo-for-sale-in-pro-165905894473.html,Makati,194,,194
498,"High End 2 Bedroom 2BR Condo for Sale in Makati City, Proscenium at Rockwell","Rockwell, Makati",House and Lot,Bungalow,2,194,,2,3,120.9791218,14.56949989,Proscenium Residences,24362187.09,https://www.lamudi.com.ph/high-end-2-bedroom-2br-condo-for-sale-in-makati-city-proscenium-at-rockwell.html,Makati,194,,194
499,Proscenium Rockwell Condominium Unit for Sale in Makati City,"Rockwell, Makati",House and Lot,Two-storey,128,194,,2,3,120.9713201,14.56415562,Proscenium Residences,24362187.09,https://www.lamudi.com.ph/proscenium-rockwell-condominium-unit-for-sale-in-m-165871219927.html,Makati,194,,194
500,For Sale Never Been Used-Brand New W/Unobstructed View Fully Furnished,"San Antonio, Makati",Townhouse,Inner,137,26.7,,1,1,120.9982967,14.61761463,Air Residences,3352940.181,https://www.lamudi.com.ph/unobstructed-view-fully-furnished-brand-new.html,Makati,26.7,,130
501,"Bare shell whole office space for Sale Ayala Ave.,Makati Alveo Financial Tower","Legazpi Village, Makati",Townhouse,Inner,184,1147,,,,121.027894,14.62041488,,144038291.7,https://www.lamudi.com.ph/bare-shell-whole-office-space-for-sale-ayala-ave-makati-alveo-financial-tower.html,Makati,1147,0,169
502,"Proscenium Residences Condo for Sale in Rockwell, Makati with High-End Furniture","Rockwell, Makati",Townhouse,Inner,65,194,2,2,3,120.992058,14.62232486,Proscenium at Rockwell,24362187.09,https://www.lamudi.com.ph/proscenium-residences-condo-for-sale-in-rockwell-makati-with-high-end-furniture.html,Makati,194,,194
503,"Brand New 3BR Condo for Sale in Rockwell Center, Makati, Proscenium","Rockwell, Makati",House and Lot,Two-storey,38,224,,3,3,120.9503161,14.58669964,Proscenium at Rockwell,28129535.6,https://www.lamudi.com.ph/brand-new-3br-condo-for-sale-in-rockwell-center-makati-proscenium.html,Makati,224,,189
504,"224 sqm Bare Unit 3BR Condo for Sale in Makati, Proscenium at Rockwell","Rockwell, Makati",Commercial,Office,182,224,,3,3,120.9655671,14.62715327,Proscenium at Rockwell,28129535.6,https://www.lamudi.com.ph/224-sqm-bare-unit-3br-condo-for-sale-in-makati-proscenium-at-rockwell.html,Makati,224,,194
505,"Semi furnished 3 Bedroom 3BR Condo Unit for Sale in Makati,Proscenium Residenced","Rockwell, Makati",Townhouse,Inner,19,224,,3,3,120.9624439,14.60302876,Proscenium at Rockwell,28129535.6,https://www.lamudi.com.ph/semi-furnished-3-bedroom-3br-condo-unit-for-sale-in-makati-proscenium-residenced.html,Makati,224,,200
506,"Proscenium Residences 3BR Condo For Sale in Rockwell Center, Makati","Rockwell, Makati",Condominium,1BR,108,224,,3,3,120.9932504,14.60822699,Proscenium at Rockwell,28129535.6,https://www.lamudi.com.ph/proscenium-residences-3br-condo-for-sale-in-rockwell-center-makati.html,Makati,224,,126
507,"For Sale! Top Notch Fully Furnished Unit at Proscenium Residences, Makati","Rockwell, Makati",Condominium,1BR,108,194,2,2,,120.9805133,14.61222477,Proscenium at Rockwell,24362187.09,https://www.lamudi.com.ph/for-sale-top-notch-fully-furnished-unit-at-proscenium-residences-makati.html,Makati,194,,194
508,"Fully furnished 2Bedroom 2BR Condo for Sale in Makati, Proscenium at Rockwell","Rockwell, Makati",House and Lot,Two-storey,147,194,,2,3,121.0215921,14.55526004,Proscenium Residences,24362187.09,https://www.lamudi.com.ph/fully-furnished-2bedroom-2br-condo-for-sale-in-mak-165871210920.html,Makati,194,,194
509,"Proscenium Residences 2 Bedroom Condo for Sale in Rockwell Center, Makati City","Rockwell, Makati",Commercial,Retail,87,194,2,2,3,121.0153253,14.55292461,Proscenium Residences,24362187.09,https://www.lamudi.com.ph/proscenium-residences-2-bedroom-condo-for-sale-in-rockwell-center-makati-city-1.html,Makati,194,,194
510,"Condo for Sale in Makati, Proscenium at Rockwell Interior Decorated 2 Bedroom","Rockwell, Makati",House and Lot,Bungalow,70,194,2,2,3,120.9644384,14.59344858,Proscenium Residences,24362187.09,https://www.lamudi.com.ph/condo-for-sale-in-makati-proscenium-at-rockwell-in-165871209758.html,Makati,194,,194
511,Makati Condo for Sale in Proscenium Residences Facing Amenities 2 Bedroom 2BR,"Rockwell, Makati",Commercial,Office,147,194,2,2,3,121.0465502,14.62710612,Proscenium Residences,24362187.09,https://www.lamudi.com.ph/makati-condo-for-sale-in-proscenium-residences-fac-165871207582.html,Makati,194,,194
512,Prime Commercial lot for Sale in the high traffic area of Poblacion,"Poblacion, Makati",Condominium,Penthouse,13,,,,,120.9648695,14.61152006,,,https://www.lamudi.com.ph/prime-commercial-lot-for-sale-in-the-high-traffic-165989055518.html,Makati,,116,116
513,1.5M min Discount at SMDC JAZZ Residences in Makati only 5% DP to move-in 26K/mo,"Bel-Air, Makati",Townhouse,Inner,33,28.36,,1,1,121.0204671,14.61424103,Jazz Residences,3561400.133,https://www.lamudi.com.ph/1-5m-min-discount-at-smdc-jazz-residences-in-makati-only-5-dp-to-move-in-26k-mo.html,Makati,28.36,,180
514,"Good Buy! 397 sqm 3 Units Office Space for Sale in Makati, Proscenium Rockwell","Rockwell, Makati",House and Lot,Two-storey,188,397,,,,120.9957723,14.62758639,,49854578.73,https://www.lamudi.com.ph/good-buy-397-sqm-3-units-office-space-for-sale-in-makati-proscenium-rockwell.html,Makati,397,0,192
515,For Sale: 2 Bedroom Unit with Parking in Garden Towers Makati,"San Lorenzo, Makati",House and Lot,Bungalow,157,138,1,2,,121.0154847,14.61461315,Garden Towers,17329803.18,https://www.lamudi.com.ph/for-sale-2-bedroom-unit-with-parking-in-garden-towers-makati.html,Makati,138,,138
516,For Sale: Park Terraces 3 Bedroom Fully Furnished Penthouse in Makati,"San Lorenzo, Makati",House and Lot,Bungalow,196,309,,3,3,120.9542256,14.56599939,Park Terraces,38803689.74,https://www.lamudi.com.ph/for-sale-park-terraces-3-bedroom-fully-furnished-penthouse-in-makati.html,Makati,309,,164
517,"Cozy Furnished 2 Bedroom For Sale in Paseo Heights, Makati City","Bel-Air, Makati",Townhouse,End,158,62,1,2,2,121.0005491,14.60013857,Paseo Heights,7785853.605,https://www.lamudi.com.ph/cozy-furnished-2-bedroom-for-sale-in-paseo-heights-makati-city.html,Makati,62,,130
518,For Sale Fully Furnished 1Bedroom Loft at Makati,"Poblacion, Makati",Townhouse,Inner,20,41,,1,1,120.9552558,14.61599612,Gramercy Residences Makati,5148709.642,https://www.lamudi.com.ph/for-sale-fully-furnished-1bedroom-loft-at-makati.html,Makati,41,,117
519,For Sale Studio in Eton Towers Makati near Greenbelt,"Legazpi Village, Makati",Townhouse,Inner,120,21.98,0,1,1,120.9593886,14.5820465,Eton Tower Makati,2760210.681,https://www.lamudi.com.ph/for-sale-studio-in-eton-towers-makati-near-greenbelt.html,Makati,21.98,,158
520,"1 Bedroom Condominium unit for sale in Makati, Air Residences SMDC","San Antonio, Makati",Condominium,1BR,87,26,,1,1,121.0552443,14.56333058,Air Residences,3265035.383,https://www.lamudi.com.ph/1-bedroom-condominium-unit-for-sale-in-makati-air-residences-smdc.html,Makati,26,,147
521,"Furnished 3 Bedroom Unit For Sale in Le Metropole, Makati City","Salcedo Village, Makati",Townhouse,End,42,179,1,3,3,121.0556558,14.61603938,Le Metropole ,22478512.83,https://www.lamudi.com.ph/furnished-3-bedroom-unit-for-sale-in-le-metropole-makati-city.html,Makati,179,,179
522,For Sale 2 Bedroom in The Proscenium Residences by Rockwell Makati City,"Rockwell, Makati",Condominium,Studio,21,121,1,2,2,120.9864311,14.55166967,Proscenium at Rockwell,15194972.36,https://www.lamudi.com.ph/for-sale-2-bedroom-in-the-proscenium-residences-by-rockwell-makati-city.html,Makati,121,,121
523,For Sale 2 Bedroom Condominium Located in Manansala Rockwell Makati,"Rockwell, Makati",Commercial,Office,8,99,,2,2,120.9742898,14.60955274,Manansala,12432250.11,https://www.lamudi.com.ph/for-sale-2-bedroom-condominium-located-in-manansala-rockwell-makati.html,Makati,99,,99
524,For Sale 1 Bedroom Condominium in Proscenium Lincoln by Rockwell Makati,"Rockwell, Makati",Townhouse,Inner,21,64,,1,1,121.0092625,14.60200475,Lincoln ,8037010.173,https://www.lamudi.com.ph/for-sale-1-bedroom-condominium-in-proscenium-lincoln-by-rockwell-makati.html,Makati,64,,144
525,For Sale 2 Bedroom with Den in Hidalgo Place Rockwell Makati,"Rockwell, Makati",House and Lot,Bungalow,12,140,,2,2,121.0134209,14.55959396,Hidalgo Place,17580959.75,https://www.lamudi.com.ph/for-sale-2-bedroom-with-den-in-hidalgo-place-rockwell-makati-1.html,Makati,140,,140
526,Whole Apartment Building For Sale Located In Barangay Olympia Makati,"Olympia, Makati",Townhouse,Inner,102,1065,,24,24,120.9767371,14.57037781,,133740872.4,https://www.lamudi.com.ph/whole-apartment-building-for-sale-located-in-barangay-olympia-makati.html,Makati,1065,,168
527,For Sale Joya North Tower 1 Bedroom Condominium Flat Unit Joya Lofts and Towers,"Rockwell, Makati",House and Lot,Bungalow,64,66,,1,1,121.0082274,14.62351021,Joya North Tower,8288166.741,https://www.lamudi.com.ph/for-sale-joya-north-tower-1-bedroom-condominium-flat-unit-joya-lofts-and-towers.html,Makati,66,,129
528,For Sale Joya South Rockwell Makati Spacious 1 Bedroom Condominium Unit Flat,"Bel-Air, Makati",Commercial,Office,181,60,,1,1,121.0224258,14.56523055,Joya South Tower,7534697.037,https://www.lamudi.com.ph/for-sale-joya-south-rockwell-makati-spacious-1-bedroom-condominium-unit-flat.html,Makati,60,,165
529,Proscenium Kirov Tower 4 bedroom for sale,"Rockwell, Makati",Commercial,Office,103,224,,3,4,121.0256854,14.62856681,Proscenium ,28129535.6,https://www.lamudi.com.ph/proscenium-kirov-tower-4-bedroom-for-sale.html,Makati,224,,149
530,"One Central -2 Bedroom for Sale at Php20M  Neg "" A Good Buy""","Bel-Air, Makati",House and Lot,Bungalow,25,105,1,2,2,120.9882392,14.60723848,One Central,13185719.81,https://www.lamudi.com.ph/one-central-2-bedroom-for-sale-at-p20m-a-good-buy-165966111852.html,Makati,105,,105
531,"AA - For Sale: 3BR House and lot in Bel Air 3 Village, Makati City","Bel-Air, Makati",Commercial,Office,159,450,2,3,2,121.0478707,14.6150869,,56510227.78,https://www.lamudi.com.ph/aa-for-sale-3br-house-and-lot-in-bel-air-3-village-makati-city.html,Makati,450,577,179
532,"4 Bedroom House and Lot For Sale in Urdaneta Village, Makati City","Urdaneta, Makati",Condominium,Penthouse,141,709,4,4,4,120.9971879,14.57700485,,89035003.32,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-in-urdaneta-village-makati-city-3.html,Makati,709,1036,170
533,"Preselling: Balmori Suites 3 Bedroom Flat for sale in Rockwell, Makati","Rockwell, Makati",Condominium,2BR,199,248,3,3,4,121.0111623,14.56384669,Balmori Suites,31143414.42,https://www.lamudi.com.ph/preselling-balmori-suites-3-bedroom-flat-for-sale-in-rockwell-makati.html,Makati,248,,137
534,RUSH SALE!! 1BR The Proscenium Residences Rockwell Makati,"Guadalupe Viejo, Makati",Townhouse,End,137,60,1,1,1,121.0227122,14.60477143,The Proscenium Residences,7534697.037,https://www.lamudi.com.ph/rush-sale-1br-the-proscenium-residences-rockwell-makati.html,Makati,60,,122
535,"2BR Condo for Sale in Hidalgo Place, Rockwell Center, Makati - RS4571681","Rockwell, Makati",House and Lot,Bungalow,192,137,2,2,3,120.9613528,14.55523594,Hidalgo Place,17204224.9,https://www.lamudi.com.ph/2br-condo-for-sale-in-hidalgo-place-rockwell-center-makati-rs4571681.html,Makati,137,,137
536,"1 Bedroom Condominium unit For Sale in Manansala, Rockwell, Makati","Rockwell, Makati",Commercial,Retail,177,67,1,1,1,121.0168576,14.55032042,The Manansala,8413745.024,https://www.lamudi.com.ph/1-bedroom-condominium-unit-for-sale-in-manansala-rockwell-makati.html,Makati,67,,178
537,For Sale 2 Bedroom in Proscenium Lorraine Tower by Rockwell Makati,"Rockwell, Makati",House and Lot,Bungalow,152,96,1,2,2,120.9742345,14.60717747,Proscenium at Rockwell,12055515.26,https://www.lamudi.com.ph/for-sale-2-bedroom-in-proscenium-lorraine-tower-by-rockwell-makati.html,Makati,96,,96
538,Urdaneta Village Makati House For Sale,"Urdaneta, Makati",Commercial,Retail,140,1200,,6,7,121.0438938,14.60970742,,150693940.7,https://www.lamudi.com.ph/urdaneta-village-makati-house-for-sale-73.html,Makati,1200,1111,164
539,Magallanes Village Semi furnished 5 Bedroom House for Sale in Makati City Nr.BGC,"Poblacion, Makati",Commercial,Office,114,332,,5,5,121.020493,14.58170967,,41691990.27,https://www.lamudi.com.ph/magallanes-village-semi-furnished-5-bedroom-house-for-sale-in-makati-city-nr-bgc.html,Makati,332,353,145
540,Studio Unit In Shang Salcedo Makati,"Salcedo Village, Makati",House and Lot,Bungalow,170,35,1,1,1,120.9827347,14.62324319,Shang Salcedo Place,4395239.938,https://www.lamudi.com.ph/studio-unit-in-shang-salcedo-makati.html,Makati,35,,119
541,"DISCOVERY PRIMEA: 3BR For Sale, 409 sqm, Furnished, with balcony, 3 parking","Urdaneta, Makati",Condominium,1BR,114,409,3,3,4,121.0191794,14.62196576,Discovery Primea,51361518.13,https://www.lamudi.com.ph/discovery-primea-3br-for-sale-409-sqm-furnished-with-balcony-3-parking.html,Makati,409,,145
542,For Sale Trump Tower | Three Bedroom Corner Unit in Makati - DS88875,"Poblacion, Makati",Condominium,2BR,169,193.3,2,3,4,120.9939058,14.60572352,Trump Tower,24274282.29,https://www.lamudi.com.ph/for-sale-trump-tower-three-bedroom-corner-unit-in-makati-ds88875.html,Makati,193.3,,193.3
543,"Penthouse Unit Condo for Sale in Makati City, Edsa Avenue, Brio Tower","Guadalupe Viejo, Makati",House and Lot,Two-storey,153,230,,4,3,120.9970146,14.57230106,Brio Tower,28883005.31,https://www.lamudi.com.ph/for-sale-brio-tower-fully-furnished-4-bedroom-condo-in-edsa-ave-makati-city.html,Makati,230,,180
544,Makati Condo for Sale in Brio Tower Penthouse Unit Loft type,"Guadalupe Viejo, Makati",Townhouse,End,120,230,4,4,3,121.0475314,14.5792092,Brio Tower,28883005.31,https://www.lamudi.com.ph/makati-condo-for-sale-in-brio-tower-penthouse-unit-165874346618.html,Makati,230,,199
545,Building Commercial in Makati City,"Makati Avenue, Makati",House and Lot,Bungalow,34,2156.78,6,,,120.9918697,14.56165442,,270844731.3,https://www.lamudi.com.ph/building-commercial-in-makati-city-165995165169.html,Makati,2156.78,264,197
546,For Sale Commercial Building in Makati City Makati Ave.,"Makati Avenue, Makati",Condominium,1BR,7,2156.78,6,,,121.0540451,14.58808061,,270844731.3,https://www.lamudi.com.ph/for-sale-commercial-building-in-makati-city-makati-165995162028.html,Makati,2156.78,264,118
547,For Sale Makati Ave. 10-Storey Office Commercial Building Makati City,"Makati Avenue, Makati",House and Lot,Two-storey,188,2156.78,6,,,121.0366599,14.58804635,,270844731.3,https://www.lamudi.com.ph/for-sale-makati-ave-10-storey-office-commercial-bu-16595835067.html,Makati,2156.78,264,151
548,"Good Location! Corner Office Building in Makati Ave. Nr. Greenbelt,BGC,Glorietta","Makati Avenue, Makati",Townhouse,End,184,2156.78,6,,,120.998762,14.56436358,,270844731.3,https://www.lamudi.com.ph/good-location-corner-office-building-in-makati-ave-nr-greenbelt-bgc-glorietta.html,Makati,2156.78,264,195
549,Corner Office Commercial Building in Makati City Along Makati Ave.,"Ayala Avenue, Makati",House and Lot,Bungalow,1,2156.78,6,,,120.970659,14.5617942,,270844731.3,https://www.lamudi.com.ph/corner-office-commercial-building-in-makati-city-a-16599515676.html,Makati,2156.78,264,139
550,"For Sale 2 Bedroom at Manansala Rockwell Facing Powerplant Mall, Makati City","Poblacion, Makati",Condominium,1BR,163,99,1,2,2,120.9963058,14.62948425,Manansala Tower,12432250.11,https://www.lamudi.com.ph/for-sale-2-bedroom-at-manansala-rockwell-facing-po-165953393161.html,Makati,99,,99
551,155 sqm 2BR Condo with Balcony and a Parking Slot for Sale at Park Terraces,"San Lorenzo, Makati",House and Lot,Two-storey,145,155,1,2,2,121.0560968,14.61012636,Park Terraces,19464634.01,https://www.lamudi.com.ph/155-sqm-2br-condo-with-balcony-and-a-parking-slot-for-sale-at-park-terraces.html,Makati,155,,155
